"Obs","AREA","RS_EXIT","RISK","SE","CIL","CIU"
"1537",2,13238.00,0.07975,0.039442,0.030248,0.21024
"1538",2,13238.00,0.07984,0.039483,0.030289,0.21046
"1539",2,13239.00,0.07994,0.039524,0.030331,0.21068
"1540",2,13241.00,0.08003,0.039565,0.030372,0.21090
"1541",2,13245.00,0.08013,0.039606,0.030413,0.21112
"1542",2,13245.00,0.08023,0.039647,0.030455,0.21134
"1543",2,13247.00,0.08032,0.039688,0.030496,0.21156
"1544",2,13252.00,0.08042,0.039729,0.030537,0.21178
"1545",2,13259.00,0.08051,0.039770,0.030578,0.21200
"1546",2,13259.00,0.08061,0.039810,0.030618,0.21221
"1547",2,13260.00,0.08070,0.039850,0.030658,0.21243
"1548",2,13261.00,0.08080,0.039890,0.030699,0.21264
"1549",2,13263.00,0.08089,0.039930,0.030739,0.21286
"1550",2,13264.00,0.08098,0.039970,0.030779,0.21307
"1551",2,13265.00,0.08108,0.040011,0.030820,0.21329
"1552",2,13265.00,0.08117,0.040051,0.030860,0.21350
"1553",2,13265.00,0.08127,0.040091,0.030901,0.21372
"1554",2,13277.00,0.08136,0.040131,0.030941,0.21393
"1555",2,13282.00,0.08145,0.040172,0.030982,0.21415
"1556",2,13282.00,0.08155,0.040212,0.031022,0.21437
"1557",2,13283.00,0.08164,0.040252,0.031062,0.21458
"1558",2,13284.00,0.08174,0.040292,0.031102,0.21480
"1559",2,13288.00,0.08183,0.040332,0.031143,0.21501
"1560",2,13290.00,0.08192,0.040372,0.031183,0.21523
"1561",2,13294.00,0.08202,0.040413,0.031223,0.21544
"1562",2,13296.00,0.08211,0.040453,0.031264,0.21566
"1563",2,13303.00,0.08221,0.040493,0.031304,0.21587
"1564",2,13304.00,0.08230,0.040534,0.031345,0.21609
"1565",2,13304.00,0.08239,0.040574,0.031385,0.21631
"1566",2,13308.00,0.08249,0.040615,0.031426,0.21652
"1567",2,13315.00,0.08258,0.040654,0.031465,0.21674
"1568",2,13318.00,0.08267,0.040694,0.031505,0.21695
"1569",2,13321.00,0.08277,0.040734,0.031545,0.21716
"1570",2,13322.00,0.08286,0.040774,0.031586,0.21738
"1571",2,13324.00,0.08295,0.040814,0.031626,0.21759
"1572",2,13331.00,0.08305,0.040853,0.031665,0.21780
"1573",2,13332.00,0.08314,0.040893,0.031704,0.21801
"1574",2,13333.00,0.08323,0.040932,0.031744,0.21823
"1575",2,13337.00,0.08332,0.040972,0.031783,0.21844
"1576",2,13339.00,0.08341,0.041011,0.031823,0.21865
"1577",2,13339.00,0.08351,0.041050,0.031862,0.21886
"1578",2,13342.00,0.08360,0.041089,0.031900,0.21906
"1579",2,13342.00,0.08369,0.041127,0.031939,0.21927
"1580",2,13343.00,0.08378,0.041166,0.031977,0.21948
"1581",2,13344.00,0.08386,0.041204,0.032016,0.21968
"1582",2,13348.00,0.08395,0.041242,0.032054,0.21989
"1583",2,13349.00,0.08404,0.041281,0.032092,0.22009
"1584",2,13355.00,0.08413,0.041319,0.032130,0.22030
"1585",2,13358.00,0.08422,0.041358,0.032169,0.22051
"1586",2,13358.00,0.08431,0.041396,0.032207,0.22071
"1587",2,13358.00,0.08440,0.041435,0.032245,0.22092
"1588",2,13359.00,0.08449,0.041473,0.032284,0.22113
"1589",2,13360.00,0.08458,0.041512,0.032322,0.22133
"1590",2,13360.00,0.08467,0.041550,0.032361,0.22154
"1591",2,13366.00,0.08476,0.041589,0.032399,0.22174
"1592",2,13373.00,0.08485,0.041627,0.032437,0.22195
"1593",2,13375.00,0.08494,0.041665,0.032475,0.22215
"1594",2,13376.00,0.08503,0.041703,0.032513,0.22236
"1595",2,13378.00,0.08511,0.041741,0.032551,0.22256
"1596",2,13379.00,0.08520,0.041779,0.032588,0.22276
"1597",2,13380.00,0.08529,0.041817,0.032626,0.22297
"1598",2,13381.00,0.08538,0.041855,0.032664,0.22317
"1599",2,13385.00,0.08547,0.041893,0.032702,0.22338
"1600",2,13389.00,0.08556,0.041931,0.032739,0.22358
"1601",2,13391.00,0.08564,0.041969,0.032777,0.22378
"1602",2,13398.00,0.08573,0.042007,0.032815,0.22399
"1603",2,13405.00,0.08582,0.042045,0.032853,0.22419
"1604",2,13407.00,0.08591,0.042083,0.032891,0.22439
"1605",2,13409.00,0.08600,0.042120,0.032928,0.22460
"1606",2,13412.00,0.08608,0.042158,0.032966,0.22480
"1607",2,13416.00,0.08617,0.042196,0.033003,0.22500
"1608",2,13416.00,0.08626,0.042234,0.033041,0.22520
"1609",2,13418.00,0.08635,0.042271,0.033078,0.22540
"1610",2,13422.00,0.08644,0.042309,0.033116,0.22561
"1611",2,13422.00,0.08652,0.042347,0.033153,0.22581
"1612",2,13425.00,0.08661,0.042384,0.033191,0.22601
"1613",2,13426.00,0.08670,0.042422,0.033228,0.22621
"1614",2,13429.00,0.08679,0.042460,0.033266,0.22641
"1615",2,13429.00,0.08687,0.042497,0.033303,0.22662
"1616",2,13431.00,0.08696,0.042535,0.033341,0.22682
"1617",2,13431.00,0.08705,0.042573,0.033378,0.22702
"1618",2,13432.00,0.08714,0.042611,0.033416,0.22722
"1619",2,13433.00,0.08722,0.042648,0.033453,0.22743
"1620",2,13433.00,0.08731,0.042686,0.033491,0.22763
"1621",2,13438.00,0.08740,0.042724,0.033528,0.22783
"1622",2,13440.00,0.08749,0.042761,0.033565,0.22803
"1623",2,13440.00,0.08757,0.042799,0.033603,0.22823
"1624",2,13442.00,0.08766,0.042837,0.033640,0.22844
"1625",2,13448.00,0.08775,0.042874,0.033678,0.22864
"1626",2,13450.00,0.08784,0.042912,0.033715,0.22884
"1627",2,13452.00,0.08793,0.042950,0.033753,0.22904
"1628",2,13458.00,0.08801,0.042988,0.033790,0.22925
"1629",2,13458.00,0.08810,0.043025,0.033827,0.22945
"1630",2,13461.00,0.08819,0.043063,0.033865,0.22965
"1631",2,13461.00,0.08828,0.043100,0.033902,0.22985
"1632",2,13463.00,0.08836,0.043138,0.033940,0.23005
"1633",2,13463.00,0.08845,0.043176,0.033977,0.23026
"1634",2,13465.00,0.08854,0.043214,0.034015,0.23046
"1635",2,13471.00,0.08863,0.043251,0.034052,0.23066
"1636",2,13474.00,0.08871,0.043289,0.034090,0.23086
"1637",2,13474.00,0.08880,0.043327,0.034127,0.23106
"1638",2,13474.00,0.08889,0.043364,0.034165,0.23127
"1639",2,13475.00,0.08898,0.043402,0.034202,0.23147
"1640",2,13476.00,0.08906,0.043440,0.034240,0.23167
"1641",2,13478.00,0.08915,0.043478,0.034277,0.23187
"1642",2,13480.00,0.08924,0.043516,0.034315,0.23208
"1643",2,13483.00,0.08933,0.043553,0.034352,0.23228
"1644",2,13484.00,0.08941,0.043591,0.034390,0.23248
"1645",2,13486.00,0.08950,0.043629,0.034427,0.23269
"1646",2,13487.00,0.08959,0.043666,0.034464,0.23289
"1647",2,13494.00,0.08968,0.043704,0.034502,0.23309
"1648",2,13497.00,0.08976,0.043741,0.034538,0.23329
"1649",2,13497.00,0.08985,0.043778,0.034575,0.23349
"1650",2,13499.00,0.08993,0.043815,0.034612,0.23369
"1651",2,13500.00,0.09002,0.043852,0.034648,0.23388
"1652",2,13500.00,0.09011,0.043890,0.034685,0.23408
"1653",2,13506.00,0.09019,0.043926,0.034721,0.23428
"1654",2,13510.00,0.09028,0.043963,0.034758,0.23448
"1655",2,13518.00,0.09036,0.044000,0.034794,0.23468
"1656",2,13518.00,0.09045,0.044037,0.034830,0.23487
"1657",2,13519.00,0.09053,0.044074,0.034867,0.23507
"1658",2,13519.00,0.09062,0.044110,0.034903,0.23527
"1659",2,13522.00,0.09070,0.044147,0.034939,0.23546
"1660",2,13524.00,0.09079,0.044183,0.034975,0.23566
"1661",2,13528.00,0.09087,0.044220,0.035011,0.23586
"1662",2,13529.00,0.09096,0.044257,0.035048,0.23605
"1663",2,13529.00,0.09104,0.044294,0.035084,0.23625
"1664",2,13529.00,0.09113,0.044331,0.035120,0.23645
"1665",2,13532.00,0.09121,0.044368,0.035157,0.23665
"1666",2,13535.00,0.09130,0.044404,0.035193,0.23685
"1667",2,13536.00,0.09138,0.044441,0.035229,0.23704
"1668",2,13539.00,0.09147,0.044478,0.035266,0.23724
"1669",2,13540.00,0.09155,0.044515,0.035302,0.23744
"1670",2,13541.00,0.09164,0.044552,0.035338,0.23764
"1671",2,13541.00,0.09172,0.044589,0.035375,0.23783
"1672",2,13542.00,0.09181,0.044626,0.035411,0.23803
"1673",2,13544.00,0.09189,0.044662,0.035447,0.23823
"1674",2,13545.00,0.09198,0.044699,0.035483,0.23843
"1675",2,13546.00,0.09206,0.044735,0.035519,0.23862
"1676",2,13547.00,0.09215,0.044772,0.035555,0.23882
"1677",2,13549.00,0.09223,0.044809,0.035591,0.23901
"1678",2,13551.00,0.09232,0.044845,0.035628,0.23921
"1679",2,13552.00,0.09240,0.044882,0.035664,0.23941
"1680",2,13555.00,0.09249,0.044919,0.035700,0.23961
"1681",2,13561.00,0.09257,0.044956,0.035737,0.23981
"1682",2,13567.00,0.09266,0.044993,0.035773,0.24000
"1683",2,13568.00,0.09274,0.045029,0.035809,0.24020
"1684",2,13571.00,0.09283,0.045066,0.035845,0.24040
"1685",2,13573.00,0.09291,0.045103,0.035882,0.24059
"1686",2,13579.00,0.09300,0.045140,0.035918,0.24079
"1687",2,13580.00,0.09308,0.045177,0.035954,0.24099
"1688",2,13583.00,0.09317,0.045213,0.035991,0.24119
"1689",2,13583.00,0.09325,0.045250,0.036027,0.24138
"1690",2,13593.00,0.09334,0.045287,0.036063,0.24158
"1691",2,13593.00,0.09342,0.045324,0.036100,0.24178
"1692",2,13597.00,0.09351,0.045360,0.036136,0.24198
"1693",2,13610.00,0.09359,0.045397,0.036172,0.24217
"1694",2,13612.00,0.09368,0.045434,0.036208,0.24237
"1695",2,13613.00,0.09376,0.045470,0.036244,0.24256
"1696",2,13620.00,0.09385,0.045507,0.036281,0.24276
"1697",2,13622.00,0.09393,0.045543,0.036317,0.24296
"1698",2,13627.00,0.09402,0.045580,0.036353,0.24315
"1699",2,13627.00,0.09410,0.045617,0.036389,0.24335
"1700",2,13630.00,0.09419,0.045653,0.036425,0.24355
"1701",2,13632.00,0.09427,0.045690,0.036461,0.24374
"1702",2,13633.00,0.09436,0.045727,0.036498,0.24394
"1703",2,13633.00,0.09444,0.045764,0.036534,0.24414
"1704",2,13634.00,0.09453,0.045801,0.036571,0.24434
"1705",2,13638.00,0.09462,0.045838,0.036608,0.24454
"1706",2,13639.00,0.09470,0.045875,0.036645,0.24474
"1707",2,13641.00,0.09479,0.045912,0.036681,0.24494
"1708",2,13641.00,0.09487,0.045949,0.036718,0.24514
"1709",2,13642.00,0.09496,0.045986,0.036754,0.24533
"1710",2,13642.00,0.09504,0.046023,0.036791,0.24553
"1711",2,13645.00,0.09513,0.046061,0.036828,0.24573
"1712",2,13648.00,0.09522,0.046097,0.036864,0.24593
"1713",2,13650.00,0.09530,0.046134,0.036901,0.24613
"1714",2,13651.00,0.09539,0.046171,0.036937,0.24633
"1715",2,13652.00,0.09547,0.046208,0.036974,0.24653
"1716",2,13653.00,0.09556,0.046245,0.037010,0.24673
"1717",2,13654.00,0.09564,0.046283,0.037047,0.24693
"1718",2,13655.00,0.09573,0.046319,0.037083,0.24712
"1719",2,13656.00,0.09581,0.046356,0.037119,0.24732
"1720",2,13658.00,0.09590,0.046393,0.037156,0.24752
"1721",2,13661.00,0.09599,0.046430,0.037193,0.24772
"1722",2,13662.00,0.09607,0.046467,0.037229,0.24792
"1723",2,13663.00,0.09616,0.046505,0.037266,0.24812
"1724",2,13664.00,0.09624,0.046542,0.037302,0.24832
"1725",2,13665.00,0.09633,0.046579,0.037339,0.24852
"1726",2,13665.00,0.09641,0.046616,0.037375,0.24871
"1727",2,13665.00,0.09650,0.046653,0.037412,0.24891
"1728",2,13667.00,0.09659,0.046690,0.037448,0.24911
"1729",2,13671.00,0.09667,0.046726,0.037484,0.24931
"1730",2,13674.00,0.09675,0.046763,0.037520,0.24951
"1731",2,13677.00,0.09684,0.046800,0.037556,0.24970
"1732",2,13677.00,0.09692,0.046836,0.037592,0.24990
"1733",2,13677.00,0.09701,0.046873,0.037628,0.25009
"1734",2,13678.00,0.09709,0.046909,0.037664,0.25029
"1735",2,13679.00,0.09718,0.046946,0.037700,0.25049
"1736",2,13687.00,0.09726,0.046982,0.037736,0.25068
"1737",2,13687.00,0.09735,0.047019,0.037772,0.25088
"1738",2,13687.00,0.09743,0.047055,0.037808,0.25107
"1739",2,13689.00,0.09751,0.047092,0.037844,0.25127
"1740",2,13691.00,0.09760,0.047129,0.037880,0.25147
"1741",2,13693.00,0.09768,0.047165,0.037915,0.25166
"1742",2,13693.00,0.09776,0.047200,0.037950,0.25185
"1743",2,13693.00,0.09785,0.047236,0.037985,0.25205
"1744",2,13695.00,0.09793,0.047273,0.038021,0.25224
"1745",2,13696.00,0.09801,0.047308,0.038056,0.25243
"1746",2,13697.00,0.09810,0.047344,0.038091,0.25263
"1747",2,13702.00,0.09818,0.047380,0.038126,0.25282
"1748",2,13707.00,0.09826,0.047416,0.038161,0.25301
"1749",2,13710.00,0.09834,0.047452,0.038196,0.25320
"1750",2,13711.00,0.09843,0.047488,0.038231,0.25340
"1751",2,13713.00,0.09851,0.047524,0.038266,0.25359
"1752",2,13715.00,0.09859,0.047560,0.038301,0.25378
"1753",2,13715.00,0.09867,0.047595,0.038336,0.25397
"1754",2,13717.00,0.09876,0.047631,0.038371,0.25417
"1755",2,13717.00,0.09884,0.047667,0.038406,0.25436
"1756",2,13717.00,0.09892,0.047703,0.038441,0.25455
"1757",2,13718.00,0.09900,0.047739,0.038476,0.25474
"1758",2,13720.00,0.09909,0.047775,0.038511,0.25493
"1759",2,13723.00,0.09917,0.047810,0.038546,0.25513
"1760",2,13724.00,0.09925,0.047846,0.038581,0.25532
"1761",2,13725.00,0.09933,0.047882,0.038616,0.25551
"1762",2,13725.00,0.09941,0.047918,0.038651,0.25570
"1763",2,13728.00,0.09950,0.047954,0.038686,0.25590
"1764",2,13730.00,0.09958,0.047989,0.038721,0.25609
"1765",2,13733.00,0.09966,0.048025,0.038756,0.25628
"1766",2,13733.00,0.09974,0.048061,0.038791,0.25647
"1767",2,13738.00,0.09983,0.048097,0.038826,0.25667
"1768",2,13740.00,0.09991,0.048133,0.038861,0.25686
"1769",2,13741.00,0.09999,0.048168,0.038896,0.25705
"1770",2,13748.00,0.10007,0.048204,0.038931,0.25724
"1771",2,13748.00,0.10016,0.048240,0.038966,0.25743
"1772",2,13750.00,0.10024,0.048276,0.039001,0.25763
"1773",2,13757.00,0.10032,0.048312,0.039036,0.25782
"1774",2,13760.00,0.10040,0.048348,0.039071,0.25801
"1775",2,13764.00,0.10049,0.048384,0.039106,0.25820
"1776",2,13765.00,0.10057,0.048420,0.039141,0.25840
"1777",2,13766.00,0.10065,0.048455,0.039176,0.25859
"1778",2,13766.00,0.10073,0.048491,0.039211,0.25878
"1779",2,13769.00,0.10082,0.048527,0.039246,0.25897
"1780",2,13769.00,0.10090,0.048562,0.039280,0.25916
"1781",2,13771.00,0.10098,0.048598,0.039315,0.25936
"1782",2,13773.00,0.10106,0.048634,0.039350,0.25955
"1783",2,13774.00,0.10114,0.048670,0.039385,0.25974
"1784",2,13776.00,0.10122,0.048706,0.039420,0.25993
"1785",2,13777.00,0.10131,0.048741,0.039454,0.26012
"1786",2,13779.00,0.10139,0.048777,0.039489,0.26032
"1787",2,13780.00,0.10147,0.048813,0.039524,0.26051
"1788",2,13783.00,0.10155,0.048848,0.039558,0.26070
"1789",2,13787.00,0.10163,0.048884,0.039593,0.26089
"1790",2,13788.00,0.10172,0.048919,0.039628,0.26108
"1791",2,13790.00,0.10180,0.048955,0.039663,0.26127
"1792",2,13794.00,0.10188,0.048991,0.039697,0.26146
"1793",2,13802.00,0.10196,0.049027,0.039732,0.26166
"1794",2,13804.00,0.10204,0.049062,0.039767,0.26185
"1795",2,13807.00,0.10213,0.049098,0.039802,0.26204
"1796",2,13810.00,0.10221,0.049134,0.039837,0.26223
"1797",2,13812.00,0.10229,0.049170,0.039871,0.26242
"1798",2,13812.00,0.10237,0.049205,0.039906,0.26262
"1799",2,13814.00,0.10245,0.049241,0.039941,0.26281
"1800",2,13817.00,0.10254,0.049277,0.039976,0.26300
"1801",2,13823.00,0.10262,0.049312,0.040010,0.26319
"1802",2,13824.00,0.10270,0.049347,0.040045,0.26338
"1803",2,13827.00,0.10278,0.049383,0.040079,0.26357
"1804",2,13832.00,0.10286,0.049418,0.040114,0.26376
"1805",2,13832.00,0.10294,0.049454,0.040148,0.26395
"1806",2,13834.00,0.10302,0.049489,0.040183,0.26414
"1807",2,13834.00,0.10311,0.049525,0.040217,0.26433
"1808",2,13836.00,0.10319,0.049560,0.040252,0.26452
"1809",2,13836.00,0.10327,0.049596,0.040286,0.26471
"1810",2,13841.00,0.10335,0.049631,0.040321,0.26490
"1811",2,13843.00,0.10343,0.049666,0.040355,0.26509
"1812",2,13844.00,0.10351,0.049702,0.040389,0.26528
"1813",2,13844.00,0.10359,0.049737,0.040424,0.26547
"1814",2,13846.00,0.10367,0.049772,0.040458,0.26566
"1815",2,13848.00,0.10375,0.049808,0.040492,0.26585
"1816",2,13851.00,0.10383,0.049843,0.040526,0.26604
"1817",2,13854.00,0.10392,0.049878,0.040561,0.26623
"1818",2,13856.00,0.10400,0.049913,0.040595,0.26642
"1819",2,13856.00,0.10408,0.049948,0.040630,0.26661
"1820",2,13858.00,0.10416,0.049984,0.040664,0.26680
"1821",2,13863.00,0.10424,0.050019,0.040698,0.26698
"1822",2,13863.00,0.10432,0.050054,0.040733,0.26717
"1823",2,13864.00,0.10440,0.050089,0.040767,0.26736
"1824",2,13865.00,0.10448,0.050125,0.040801,0.26755
"1825",2,13868.00,0.10456,0.050160,0.040835,0.26774
"1826",2,13872.00,0.10464,0.050195,0.040869,0.26793
"1827",2,13877.00,0.10472,0.050230,0.040903,0.26812
"1828",2,13881.00,0.10480,0.050265,0.040937,0.26830
"1829",2,13885.00,0.10488,0.050300,0.040972,0.26849
"1830",2,13888.00,0.10496,0.050335,0.041006,0.26868
"1831",2,13888.00,0.10504,0.050370,0.041040,0.26887
"1832",2,13889.00,0.10513,0.050405,0.041074,0.26906
"1833",2,13890.00,0.10521,0.050440,0.041108,0.26925
"1834",2,13893.00,0.10529,0.050475,0.041142,0.26944
"1835",2,13894.00,0.10537,0.050511,0.041177,0.26963
"1836",2,13894.00,0.10545,0.050546,0.041211,0.26982
"1837",2,13898.00,0.10553,0.050582,0.041246,0.27001
"1838",2,13901.00,0.10561,0.050617,0.041281,0.27020
"1839",2,13901.00,0.10569,0.050653,0.041315,0.27039
"1840",2,13903.00,0.10578,0.050689,0.041350,0.27058
"1841",2,13905.00,0.10586,0.050724,0.041384,0.27077
"1842",2,13908.00,0.10594,0.050760,0.041419,0.27096
"1843",2,13909.00,0.10602,0.050795,0.041453,0.27115
"1844",2,13909.00,0.10610,0.050830,0.041488,0.27134
"1845",2,13909.00,0.10618,0.050866,0.041522,0.27153
"1846",2,13911.00,0.10626,0.050902,0.041557,0.27172
"1847",2,13911.00,0.10635,0.050937,0.041591,0.27191
"1848",2,13912.00,0.10643,0.050973,0.041626,0.27211
"1849",2,13914.00,0.10651,0.051008,0.041660,0.27229
"1850",2,13914.00,0.10659,0.051043,0.041694,0.27248
"1851",2,13916.00,0.10667,0.051078,0.041728,0.27267
"1852",2,13917.00,0.10675,0.051113,0.041763,0.27286
"1853",2,13918.00,0.10683,0.051148,0.041797,0.27305
"1854",2,13919.00,0.10691,0.051184,0.041831,0.27324
"1855",2,13921.00,0.10699,0.051219,0.041865,0.27343
"1856",2,13922.00,0.10707,0.051254,0.041899,0.27361
"1857",2,13923.00,0.10715,0.051289,0.041933,0.27380
"1858",2,13923.00,0.10723,0.051324,0.041967,0.27399
"1859",2,13925.00,0.10731,0.051359,0.042001,0.27418
"1860",2,13925.00,0.10739,0.051394,0.042035,0.27437
"1861",2,13931.00,0.10747,0.051429,0.042069,0.27455
"1862",2,13933.00,0.10755,0.051464,0.042103,0.27474
"1863",2,13933.00,0.10763,0.051499,0.042137,0.27493
"1864",2,13938.00,0.10771,0.051533,0.042171,0.27512
"1865",2,13939.00,0.10779,0.051568,0.042205,0.27530
"1866",2,13939.00,0.10787,0.051603,0.042239,0.27549
"1867",2,13941.00,0.10795,0.051638,0.042272,0.27568
"1868",2,13944.00,0.10803,0.051673,0.042306,0.27587
"1869",2,13945.00,0.10811,0.051708,0.042340,0.27605
"1870",2,13945.00,0.10819,0.051743,0.042374,0.27624
"1871",2,13945.00,0.10827,0.051778,0.042408,0.27643
"1872",2,13946.00,0.10835,0.051813,0.042442,0.27662
"1873",2,13950.00,0.10843,0.051848,0.042476,0.27680
"1874",2,13951.00,0.10851,0.051882,0.042510,0.27699
"1875",2,13952.00,0.10859,0.051917,0.042543,0.27718
"1876",2,13954.00,0.10867,0.051952,0.042577,0.27737
"1877",2,13958.00,0.10875,0.051987,0.042611,0.27755
"1878",2,13959.00,0.10883,0.052022,0.042645,0.27774
"1879",2,13960.00,0.10891,0.052056,0.042679,0.27793
"1880",2,13960.00,0.10899,0.052091,0.042712,0.27811
"1881",2,13964.00,0.10907,0.052126,0.042746,0.27830
"1882",2,13964.00,0.10915,0.052161,0.042780,0.27849
"1883",2,13964.00,0.10923,0.052196,0.042814,0.27867
"1884",2,13965.00,0.10931,0.052230,0.042848,0.27886
"1885",2,13966.00,0.10939,0.052265,0.042881,0.27905
"1886",2,13967.00,0.10947,0.052300,0.042915,0.27923
"1887",2,13968.00,0.10955,0.052334,0.042949,0.27942
"1888",2,13968.00,0.10963,0.052369,0.042982,0.27961
"1889",2,13969.00,0.10971,0.052404,0.043016,0.27979
"1890",2,13970.00,0.10979,0.052439,0.043050,0.27998
"1891",2,13971.00,0.10987,0.052474,0.043084,0.28017
"1892",2,13972.00,0.10995,0.052509,0.043117,0.28035
"1893",2,13972.00,0.11003,0.052543,0.043151,0.28054
"1894",2,13974.00,0.11010,0.052578,0.043184,0.28073
"1895",2,13976.00,0.11018,0.052612,0.043218,0.28091
"1896",2,13977.00,0.11026,0.052647,0.043251,0.28110
"1897",2,13983.00,0.11034,0.052681,0.043285,0.28128
"1898",2,13983.00,0.11042,0.052716,0.043319,0.28147
"1899",2,13984.00,0.11050,0.052751,0.043352,0.28165
"1900",2,13984.00,0.11058,0.052785,0.043385,0.28184
"1901",2,13985.00,0.11066,0.052819,0.043419,0.28202
"1902",2,13986.00,0.11074,0.052854,0.043452,0.28221
"1903",2,13986.00,0.11082,0.052888,0.043486,0.28239
"1904",2,13989.00,0.11089,0.052923,0.043519,0.28258
"1905",2,14000.00,0.11097,0.052956,0.043552,0.28276
"1906",2,14000.00,0.11105,0.052990,0.043585,0.28294
"1907",2,14003.00,0.11113,0.053024,0.043617,0.28312
"1908",2,14003.00,0.11120,0.053058,0.043650,0.28331
"1909",2,14004.00,0.11128,0.053092,0.043683,0.28349
"1910",2,14007.00,0.11136,0.053126,0.043716,0.28367
"1911",2,14009.00,0.11144,0.053159,0.043749,0.28385
"1912",2,14010.00,0.11151,0.053193,0.043782,0.28403
"1913",2,14011.00,0.11159,0.053227,0.043814,0.28421
"1914",2,14012.00,0.11167,0.053261,0.043847,0.28439
"1915",2,14014.00,0.11175,0.053294,0.043880,0.28458
"1916",2,14015.00,0.11182,0.053328,0.043913,0.28476
"1917",2,14019.00,0.11190,0.053362,0.043945,0.28494
"1918",2,14023.00,0.11198,0.053396,0.043978,0.28512
"1919",2,14023.00,0.11206,0.053430,0.044011,0.28530
"1920",2,14024.00,0.11213,0.053464,0.044044,0.28549
"1921",2,14026.00,0.11221,0.053498,0.044077,0.28567
"1922",2,14031.00,0.11229,0.053531,0.044109,0.28585
"1923",2,14032.00,0.11237,0.053565,0.044142,0.28603
"1924",2,14034.00,0.11244,0.053599,0.044175,0.28621
"1925",2,14034.00,0.11252,0.053633,0.044208,0.28639
"1926",2,14035.00,0.11260,0.053666,0.044240,0.28657
"1927",2,14035.00,0.11267,0.053700,0.044273,0.28675
"1928",2,14040.00,0.11275,0.053733,0.044305,0.28693
"1929",2,14040.00,0.11283,0.053766,0.044337,0.28711
"1930",2,14041.00,0.11290,0.053800,0.044369,0.28729
"1931",2,14043.00,0.11298,0.053832,0.044401,0.28747
"1932",2,14045.00,0.11305,0.053865,0.044432,0.28764
"1933",2,14045.00,0.11313,0.053898,0.044463,0.28782
"1934",2,14046.00,0.11320,0.053930,0.044495,0.28799
"1935",2,14047.00,0.11327,0.053963,0.044527,0.28817
"1936",2,14048.00,0.11335,0.053996,0.044558,0.28834
"1937",2,14048.00,0.11342,0.054029,0.044590,0.28852
"1938",2,14051.00,0.11350,0.054062,0.044622,0.28870
"1939",2,14051.00,0.11357,0.054095,0.044653,0.28887
"1940",2,14055.00,0.11365,0.054127,0.044685,0.28905
"1941",2,14058.00,0.11372,0.054160,0.044717,0.28923
"1942",2,14061.00,0.11380,0.054193,0.044748,0.28940
"1943",2,14063.00,0.11387,0.054226,0.044780,0.28958
"1944",2,14067.00,0.11395,0.054259,0.044811,0.28976
"1945",2,14069.00,0.11402,0.054292,0.044843,0.28993
"1946",2,14071.00,0.11410,0.054325,0.044875,0.29011
"1947",2,14073.00,0.11417,0.054357,0.044906,0.29029
"1948",2,14073.00,0.11425,0.054390,0.044938,0.29046
"1949",2,14073.00,0.11432,0.054423,0.044970,0.29064
"1950",2,14074.00,0.11440,0.054456,0.045001,0.29081
"1951",2,14076.00,0.11447,0.054489,0.045033,0.29099
"1952",2,14079.00,0.11455,0.054522,0.045064,0.29117
"1953",2,14081.00,0.11462,0.054555,0.045096,0.29134
"1954",2,14082.00,0.11470,0.054588,0.045128,0.29152
"1955",2,14083.00,0.11477,0.054621,0.045160,0.29170
"1956",2,14084.00,0.11485,0.054654,0.045191,0.29188
"1957",2,14085.00,0.11492,0.054687,0.045223,0.29206
"1958",2,14086.00,0.11500,0.054720,0.045255,0.29223
"1959",2,14087.00,0.11508,0.054753,0.045287,0.29241
"1960",2,14089.00,0.11515,0.054786,0.045319,0.29259
"1961",2,14089.00,0.11523,0.054819,0.045350,0.29277
"1962",2,14093.00,0.11530,0.054852,0.045382,0.29294
"1963",2,14098.00,0.11538,0.054885,0.045414,0.29312
"1964",2,14099.00,0.11545,0.054918,0.045445,0.29330
"1965",2,14101.00,0.11553,0.054951,0.045477,0.29347
"1966",2,14102.00,0.11560,0.054984,0.045509,0.29365
"1967",2,14102.00,0.11568,0.055017,0.045540,0.29383
"1968",2,14103.00,0.11575,0.055050,0.045572,0.29400
"1969",2,14103.00,0.11583,0.055083,0.045604,0.29418
"1970",2,14107.00,0.11590,0.055116,0.045635,0.29436
"1971",2,14107.00,0.11598,0.055148,0.045667,0.29453
"1972",2,14108.00,0.11605,0.055181,0.045699,0.29471
"1973",2,14108.00,0.11613,0.055214,0.045730,0.29489
"1974",2,14109.00,0.11620,0.055247,0.045762,0.29506
"1975",2,14109.00,0.11628,0.055280,0.045794,0.29524
"1976",2,14112.00,0.11635,0.055313,0.045825,0.29542
"1977",2,14113.00,0.11643,0.055346,0.045857,0.29560
"1978",2,14113.00,0.11650,0.055379,0.045889,0.29577
"1979",2,14116.00,0.11658,0.055412,0.045920,0.29595
"1980",2,14117.00,0.11665,0.055445,0.045952,0.29613
"1981",2,14117.00,0.11673,0.055478,0.045984,0.29630
"1982",2,14118.00,0.11680,0.055511,0.046015,0.29648
"1983",2,14119.00,0.11688,0.055543,0.046047,0.29666
"1984",2,14120.00,0.11695,0.055576,0.046078,0.29683
"1985",2,14121.00,0.11703,0.055609,0.046110,0.29701
"1986",2,14127.00,0.11710,0.055641,0.046141,0.29718
