"Obs","AREA","RS_EXIT","RISK","SE","CIL","CIU"
"4919",5,13102.00,0.04698,0.021595,0.019080,0.11566
"4920",5,13103.00,0.04705,0.021628,0.019112,0.11584
"4921",5,13104.00,0.04713,0.021661,0.019144,0.11602
"4922",5,13106.00,0.04720,0.021694,0.019176,0.11619
"4923",5,13107.00,0.04728,0.021727,0.019208,0.11637
"4924",5,13108.00,0.04735,0.021760,0.019239,0.11655
"4925",5,13110.00,0.04743,0.021793,0.019271,0.11673
"4926",5,13116.00,0.04750,0.021826,0.019303,0.11690
"4927",5,13123.00,0.04758,0.021859,0.019334,0.11708
"4928",5,13123.00,0.04765,0.021891,0.019366,0.11725
"4929",5,13124.00,0.04773,0.021924,0.019397,0.11743
"4930",5,13132.00,0.04780,0.021957,0.019429,0.11761
"4931",5,13132.00,0.04788,0.021990,0.019461,0.11779
"4932",5,13134.00,0.04795,0.022023,0.019493,0.11796
"4933",5,13136.00,0.04803,0.022056,0.019525,0.11814
"4934",5,13138.00,0.04810,0.022090,0.019557,0.11832
"4935",5,13139.00,0.04818,0.022123,0.019589,0.11850
"4936",5,13140.00,0.04825,0.022156,0.019621,0.11868
"4937",5,13141.00,0.04833,0.022189,0.019653,0.11886
"4938",5,13144.00,0.04841,0.022222,0.019685,0.11903
"4939",5,13147.00,0.04848,0.022255,0.019717,0.11921
"4940",5,13147.00,0.04856,0.022289,0.019749,0.11939
"4941",5,13148.00,0.04863,0.022322,0.019781,0.11957
"4942",5,13151.00,0.04871,0.022355,0.019813,0.11975
"4943",5,13152.00,0.04878,0.022388,0.019845,0.11993
"4944",5,13155.00,0.04886,0.022422,0.019877,0.12011
"4945",5,13158.00,0.04894,0.022455,0.019909,0.12029
"4946",5,13158.00,0.04901,0.022488,0.019941,0.12047
"4947",5,13159.00,0.04909,0.022521,0.019973,0.12064
"4948",5,13161.00,0.04916,0.022555,0.020004,0.12082
"4949",5,13164.00,0.04924,0.022588,0.020036,0.12100
"4950",5,13164.00,0.04931,0.022621,0.020068,0.12118
"4951",5,13165.00,0.04939,0.022654,0.020100,0.12136
"4952",5,13167.00,0.04947,0.022688,0.020132,0.12154
"4953",5,13168.00,0.04954,0.022721,0.020164,0.12172
"4954",5,13168.00,0.04962,0.022754,0.020196,0.12190
"4955",5,13169.00,0.04969,0.022787,0.020228,0.12208
"4956",5,13173.00,0.04977,0.022820,0.020260,0.12225
"4957",5,13179.00,0.04984,0.022853,0.020291,0.12243
"4958",5,13181.00,0.04992,0.022886,0.020323,0.12261
"4959",5,13181.00,0.04999,0.022918,0.020354,0.12278
"4960",5,13190.00,0.05007,0.022951,0.020386,0.12296
"4961",5,13194.00,0.05014,0.022984,0.020417,0.12313
"4962",5,13196.00,0.05022,0.023017,0.020449,0.12331
"4963",5,13200.00,0.05029,0.023050,0.020480,0.12349
"4964",5,13201.00,0.05036,0.023082,0.020512,0.12366
"4965",5,13201.00,0.05044,0.023115,0.020543,0.12384
"4966",5,13202.00,0.05051,0.023147,0.020574,0.12401
"4967",5,13203.00,0.05059,0.023180,0.020606,0.12419
"4968",5,13205.00,0.05066,0.023213,0.020637,0.12437
"4969",5,13206.00,0.05074,0.023246,0.020669,0.12454
"4970",5,13206.00,0.05081,0.023279,0.020700,0.12472
"4971",5,13212.00,0.05089,0.023312,0.020732,0.12490
"4972",5,13214.00,0.05096,0.023344,0.020763,0.12507
"4973",5,13214.00,0.05103,0.023377,0.020795,0.12525
"4974",5,13214.00,0.05111,0.023410,0.020826,0.12543
"4975",5,13215.00,0.05118,0.023443,0.020858,0.12560
"4976",5,13216.00,0.05126,0.023475,0.020889,0.12578
"4977",5,13217.00,0.05133,0.023508,0.020920,0.12596
"4978",5,13217.00,0.05141,0.023541,0.020952,0.12613
"4979",5,13219.00,0.05148,0.023574,0.020983,0.12631
"4980",5,13220.00,0.05156,0.023607,0.021015,0.12648
"4981",5,13225.00,0.05163,0.023639,0.021046,0.12666
"4982",5,13230.00,0.05171,0.023672,0.021078,0.12684
"4983",5,13232.00,0.05178,0.023705,0.021109,0.12701
"4984",5,13233.00,0.05185,0.023738,0.021141,0.12719
"4985",5,13233.00,0.05193,0.023771,0.021172,0.12737
"4986",5,13235.00,0.05200,0.023803,0.021203,0.12754
"4987",5,13238.00,0.05208,0.023836,0.021235,0.12772
"4988",5,13238.00,0.05215,0.023869,0.021266,0.12790
"4989",5,13239.00,0.05223,0.023902,0.021298,0.12807
"4990",5,13241.00,0.05230,0.023935,0.021329,0.12825
"4991",5,13245.00,0.05238,0.023967,0.021360,0.12843
"4992",5,13245.00,0.05245,0.024000,0.021392,0.12860
"4993",5,13247.00,0.05252,0.024033,0.021423,0.12878
"4994",5,13252.00,0.05260,0.024065,0.021454,0.12895
"4995",5,13259.00,0.05267,0.024098,0.021485,0.12913
"4996",5,13259.00,0.05275,0.024130,0.021516,0.12930
"4997",5,13260.00,0.05282,0.024163,0.021547,0.12948
"4998",5,13261.00,0.05289,0.024194,0.021578,0.12965
"4999",5,13263.00,0.05296,0.024227,0.021609,0.12982
"5000",5,13264.00,0.05304,0.024259,0.021640,0.12999
"5001",5,13265.00,0.05311,0.024291,0.021671,0.13017
"5002",5,13265.00,0.05318,0.024323,0.021702,0.13034
"5003",5,13265.00,0.05326,0.024355,0.021732,0.13051
"5004",5,13277.00,0.05333,0.024387,0.021763,0.13068
"5005",5,13282.00,0.05340,0.024419,0.021794,0.13086
"5006",5,13282.00,0.05348,0.024451,0.021824,0.13103
"5007",5,13283.00,0.05355,0.024483,0.021855,0.13120
"5008",5,13284.00,0.05362,0.024515,0.021886,0.13137
"5009",5,13288.00,0.05369,0.024547,0.021916,0.13154
"5010",5,13290.00,0.05377,0.024579,0.021947,0.13172
"5011",5,13294.00,0.05384,0.024611,0.021978,0.13189
"5012",5,13296.00,0.05391,0.024643,0.022008,0.13206
"5013",5,13303.00,0.05398,0.024674,0.022039,0.13223
"5014",5,13304.00,0.05406,0.024706,0.022069,0.13240
"5015",5,13304.00,0.05413,0.024738,0.022100,0.13257
"5016",5,13308.00,0.05420,0.024769,0.022130,0.13274
"5017",5,13315.00,0.05427,0.024801,0.022160,0.13291
"5018",5,13318.00,0.05434,0.024832,0.022191,0.13308
"5019",5,13321.00,0.05441,0.024864,0.022221,0.13325
"5020",5,13322.00,0.05449,0.024895,0.022251,0.13342
"5021",5,13324.00,0.05456,0.024927,0.022281,0.13359
"5022",5,13331.00,0.05463,0.024958,0.022311,0.13375
"5023",5,13332.00,0.05470,0.024989,0.022342,0.13392
"5024",5,13333.00,0.05477,0.025020,0.022372,0.13409
"5025",5,13337.00,0.05484,0.025052,0.022402,0.13426
"5026",5,13339.00,0.05491,0.025084,0.022432,0.13443
"5027",5,13339.00,0.05499,0.025115,0.022463,0.13460
"5028",5,13342.00,0.05506,0.025147,0.022493,0.13477
"5029",5,13342.00,0.05513,0.025179,0.022523,0.13494
"5030",5,13343.00,0.05520,0.025210,0.022554,0.13511
"5031",5,13344.00,0.05527,0.025242,0.022584,0.13528
"5032",5,13348.00,0.05535,0.025273,0.022614,0.13545
"5033",5,13349.00,0.05542,0.025305,0.022644,0.13562
"5034",5,13355.00,0.05549,0.025336,0.022675,0.13579
"5035",5,13358.00,0.05556,0.025368,0.022705,0.13596
"5036",5,13358.00,0.05563,0.025399,0.022735,0.13613
"5037",5,13358.00,0.05570,0.025431,0.022765,0.13630
"5038",5,13359.00,0.05578,0.025462,0.022795,0.13647
"5039",5,13360.00,0.05585,0.025494,0.022826,0.13664
"5040",5,13360.00,0.05592,0.025525,0.022856,0.13681
"5041",5,13366.00,0.05599,0.025557,0.022886,0.13698
"5042",5,13373.00,0.05606,0.025588,0.022917,0.13715
"5043",5,13375.00,0.05613,0.025620,0.022947,0.13732
"5044",5,13376.00,0.05621,0.025651,0.022977,0.13749
"5045",5,13378.00,0.05628,0.025683,0.023007,0.13766
"5046",5,13379.00,0.05635,0.025714,0.023037,0.13783
"5047",5,13380.00,0.05642,0.025746,0.023067,0.13799
"5048",5,13381.00,0.05649,0.025777,0.023097,0.13816
"5049",5,13385.00,0.05656,0.025808,0.023127,0.13833
"5050",5,13389.00,0.05663,0.025839,0.023157,0.13850
"5051",5,13391.00,0.05670,0.025871,0.023187,0.13867
"5052",5,13398.00,0.05677,0.025902,0.023217,0.13884
"5053",5,13405.00,0.05685,0.025933,0.023247,0.13900
"5054",5,13407.00,0.05692,0.025965,0.023277,0.13917
"5055",5,13409.00,0.05699,0.025996,0.023307,0.13934
"5056",5,13412.00,0.05706,0.026028,0.023337,0.13951
"5057",5,13416.00,0.05713,0.026059,0.023368,0.13968
"5058",5,13416.00,0.05720,0.026090,0.023398,0.13985
"5059",5,13418.00,0.05727,0.026122,0.023428,0.14002
"5060",5,13422.00,0.05734,0.026153,0.023457,0.14019
"5061",5,13422.00,0.05742,0.026184,0.023487,0.14035
"5062",5,13425.00,0.05749,0.026215,0.023517,0.14052
"5063",5,13426.00,0.05756,0.026247,0.023547,0.14069
"5064",5,13429.00,0.05763,0.026278,0.023577,0.14086
"5065",5,13429.00,0.05770,0.026309,0.023607,0.14103
"5066",5,13431.00,0.05777,0.026341,0.023637,0.14120
"5067",5,13431.00,0.05784,0.026372,0.023667,0.14137
"5068",5,13432.00,0.05791,0.026404,0.023697,0.14154
"5069",5,13433.00,0.05799,0.026435,0.023727,0.14170
"5070",5,13433.00,0.05806,0.026467,0.023758,0.14187
"5071",5,13438.00,0.05813,0.026498,0.023788,0.14204
"5072",5,13440.00,0.05820,0.026529,0.023817,0.14221
"5073",5,13440.00,0.05827,0.026560,0.023847,0.14238
"5074",5,13442.00,0.05834,0.026591,0.023877,0.14254
"5075",5,13448.00,0.05841,0.026622,0.023906,0.14271
"5076",5,13450.00,0.05848,0.026653,0.023936,0.14288
"5077",5,13452.00,0.05855,0.026683,0.023965,0.14304
"5078",5,13458.00,0.05862,0.026713,0.023993,0.14320
"5079",5,13458.00,0.05868,0.026743,0.024021,0.14336
"5080",5,13461.00,0.05875,0.026772,0.024049,0.14352
"5081",5,13461.00,0.05882,0.026802,0.024077,0.14368
"5082",5,13463.00,0.05888,0.026831,0.024105,0.14384
"5083",5,13463.00,0.05895,0.026861,0.024134,0.14399
"5084",5,13465.00,0.05902,0.026891,0.024162,0.14415
"5085",5,13471.00,0.05908,0.026920,0.024190,0.14431
"5086",5,13474.00,0.05915,0.026949,0.024218,0.14447
"5087",5,13474.00,0.05922,0.026978,0.024245,0.14463
"5088",5,13474.00,0.05928,0.027008,0.024273,0.14478
"5089",5,13475.00,0.05935,0.027037,0.024301,0.14494
"5090",5,13476.00,0.05941,0.027066,0.024329,0.14510
"5091",5,13478.00,0.05948,0.027095,0.024357,0.14526
"5092",5,13480.00,0.05955,0.027125,0.024385,0.14541
"5093",5,13483.00,0.05961,0.027153,0.024412,0.14557
"5094",5,13484.00,0.05968,0.027182,0.024439,0.14572
"5095",5,13486.00,0.05974,0.027210,0.024466,0.14587
"5096",5,13487.00,0.05981,0.027239,0.024493,0.14603
"5097",5,13494.00,0.05987,0.027267,0.024520,0.14618
"5098",5,13497.00,0.05993,0.027295,0.024547,0.14633
"5099",5,13497.00,0.06000,0.027323,0.024574,0.14648
"5100",5,13499.00,0.06006,0.027352,0.024601,0.14663
"5101",5,13500.00,0.06013,0.027380,0.024628,0.14679
"5102",5,13500.00,0.06019,0.027408,0.024655,0.14694
"5103",5,13506.00,0.06025,0.027436,0.024682,0.14709
"5104",5,13510.00,0.06032,0.027464,0.024708,0.14724
"5105",5,13518.00,0.06038,0.027492,0.024735,0.14739
"5106",5,13518.00,0.06044,0.027520,0.024762,0.14754
"5107",5,13519.00,0.06051,0.027548,0.024789,0.14769
"5108",5,13519.00,0.06057,0.027576,0.024816,0.14784
"5109",5,13522.00,0.06063,0.027604,0.024842,0.14799
"5110",5,13524.00,0.06070,0.027632,0.024869,0.14814
"5111",5,13528.00,0.06076,0.027660,0.024896,0.14829
"5112",5,13529.00,0.06082,0.027688,0.024922,0.14844
"5113",5,13529.00,0.06089,0.027716,0.024949,0.14859
"5114",5,13529.00,0.06095,0.027744,0.024976,0.14874
"5115",5,13532.00,0.06101,0.027772,0.025002,0.14889
"5116",5,13535.00,0.06108,0.027800,0.025029,0.14905
"5117",5,13536.00,0.06114,0.027828,0.025056,0.14920
"5118",5,13539.00,0.06120,0.027856,0.025083,0.14935
"5119",5,13540.00,0.06127,0.027884,0.025109,0.14950
"5120",5,13541.00,0.06133,0.027912,0.025136,0.14965
"5121",5,13541.00,0.06140,0.027940,0.025163,0.14980
"5122",5,13542.00,0.06146,0.027968,0.025190,0.14995
"5123",5,13544.00,0.06152,0.027996,0.025217,0.15010
"5124",5,13545.00,0.06159,0.028024,0.025243,0.15025
"5125",5,13546.00,0.06165,0.028052,0.025270,0.15040
"5126",5,13547.00,0.06171,0.028080,0.025296,0.15055
"5127",5,13549.00,0.06178,0.028108,0.025323,0.15070
"5128",5,13551.00,0.06184,0.028136,0.025350,0.15085
"5129",5,13552.00,0.06190,0.028164,0.025376,0.15100
"5130",5,13555.00,0.06197,0.028191,0.025403,0.15115
"5131",5,13561.00,0.06203,0.028219,0.025429,0.15130
"5132",5,13567.00,0.06209,0.028247,0.025456,0.15145
"5133",5,13568.00,0.06215,0.028274,0.025482,0.15160
"5134",5,13571.00,0.06222,0.028302,0.025509,0.15174
"5135",5,13573.00,0.06228,0.028329,0.025535,0.15189
"5136",5,13579.00,0.06234,0.028356,0.025561,0.15204
"5137",5,13580.00,0.06240,0.028383,0.025587,0.15218
"5138",5,13583.00,0.06246,0.028410,0.025613,0.15233
"5139",5,13583.00,0.06253,0.028438,0.025639,0.15248
"5140",5,13593.00,0.06259,0.028465,0.025665,0.15262
"5141",5,13593.00,0.06265,0.028492,0.025691,0.15277
"5142",5,13597.00,0.06271,0.028519,0.025717,0.15292
"5143",5,13610.00,0.06277,0.028546,0.025744,0.15306
"5144",5,13612.00,0.06283,0.028573,0.025770,0.15321
"5145",5,13613.00,0.06290,0.028601,0.025796,0.15335
"5146",5,13620.00,0.06296,0.028627,0.025821,0.15350
"5147",5,13622.00,0.06302,0.028654,0.025847,0.15364
"5148",5,13627.00,0.06308,0.028681,0.025872,0.15379
"5149",5,13627.00,0.06314,0.028707,0.025898,0.15393
"5150",5,13630.00,0.06320,0.028734,0.025923,0.15407
"5151",5,13632.00,0.06326,0.028760,0.025949,0.15421
"5152",5,13633.00,0.06332,0.028787,0.025974,0.15436
"5153",5,13633.00,0.06338,0.028813,0.026000,0.15450
"5154",5,13634.00,0.06344,0.028840,0.026025,0.15464
"5155",5,13638.00,0.06350,0.028866,0.026050,0.15478
"5156",5,13639.00,0.06356,0.028893,0.026076,0.15493
"5157",5,13641.00,0.06362,0.028920,0.026101,0.15507
"5158",5,13641.00,0.06368,0.028946,0.026127,0.15521
"5159",5,13642.00,0.06374,0.028973,0.026152,0.15536
"5160",5,13642.00,0.06380,0.028999,0.026177,0.15550
"5161",5,13645.00,0.06386,0.029026,0.026203,0.15564
"5162",5,13648.00,0.06392,0.029052,0.026228,0.15578
"5163",5,13650.00,0.06398,0.029078,0.026253,0.15592
"5164",5,13651.00,0.06404,0.029104,0.026278,0.15606
"5165",5,13652.00,0.06410,0.029130,0.026303,0.15621
"5166",5,13653.00,0.06416,0.029157,0.026328,0.15635
"5167",5,13654.00,0.06422,0.029183,0.026354,0.15649
"5168",5,13655.00,0.06428,0.029209,0.026379,0.15663
"5169",5,13656.00,0.06434,0.029235,0.026404,0.15677
"5170",5,13658.00,0.06440,0.029261,0.026429,0.15691
"5171",5,13661.00,0.06446,0.029287,0.026454,0.15705
"5172",5,13662.00,0.06452,0.029314,0.026479,0.15719
"5173",5,13663.00,0.06457,0.029340,0.026504,0.15733
"5174",5,13664.00,0.06463,0.029366,0.026529,0.15747
"5175",5,13665.00,0.06469,0.029391,0.026553,0.15761
"5176",5,13665.00,0.06475,0.029417,0.026578,0.15775
"5177",5,13665.00,0.06481,0.029443,0.026603,0.15789
"5178",5,13667.00,0.06487,0.029469,0.026628,0.15803
"5179",5,13671.00,0.06493,0.029495,0.026652,0.15816
"5180",5,13674.00,0.06498,0.029520,0.026677,0.15830
"5181",5,13677.00,0.06504,0.029546,0.026701,0.15844
"5182",5,13677.00,0.06510,0.029571,0.026725,0.15858
"5183",5,13677.00,0.06516,0.029596,0.026750,0.15871
"5184",5,13678.00,0.06522,0.029622,0.026774,0.15885
"5185",5,13679.00,0.06527,0.029647,0.026799,0.15899
"5186",5,13687.00,0.06533,0.029672,0.026822,0.15912
"5187",5,13687.00,0.06539,0.029697,0.026846,0.15926
"5188",5,13687.00,0.06544,0.029722,0.026870,0.15939
"5189",5,13689.00,0.06550,0.029747,0.026894,0.15952
"5190",5,13691.00,0.06556,0.029772,0.026918,0.15966
"5191",5,13693.00,0.06561,0.029797,0.026942,0.15979
"5192",5,13693.00,0.06567,0.029822,0.026966,0.15993
"5193",5,13693.00,0.06573,0.029847,0.026990,0.16006
"5194",5,13695.00,0.06578,0.029873,0.027014,0.16020
"5195",5,13696.00,0.06584,0.029898,0.027038,0.16033
"5196",5,13697.00,0.06590,0.029922,0.027061,0.16047
"5197",5,13702.00,0.06595,0.029948,0.027085,0.16060
"5198",5,13707.00,0.06601,0.029972,0.027109,0.16074
"5199",5,13710.00,0.06607,0.029997,0.027133,0.16087
"5200",5,13711.00,0.06612,0.030022,0.027157,0.16100
"5201",5,13713.00,0.06618,0.030046,0.027180,0.16113
"5202",5,13715.00,0.06623,0.030071,0.027203,0.16127
"5203",5,13715.00,0.06629,0.030096,0.027227,0.16140
"5204",5,13717.00,0.06634,0.030120,0.027250,0.16153
"5205",5,13717.00,0.06640,0.030144,0.027273,0.16166
"5206",5,13717.00,0.06646,0.030168,0.027296,0.16179
"5207",5,13718.00,0.06651,0.030193,0.027320,0.16192
"5208",5,13720.00,0.06657,0.030217,0.027343,0.16205
"5209",5,13723.00,0.06662,0.030242,0.027366,0.16218
"5210",5,13724.00,0.06668,0.030266,0.027390,0.16232
"5211",5,13725.00,0.06673,0.030290,0.027413,0.16245
"5212",5,13725.00,0.06679,0.030315,0.027436,0.16258
"5213",5,13728.00,0.06684,0.030339,0.027459,0.16271
"5214",5,13730.00,0.06690,0.030363,0.027482,0.16284
"5215",5,13733.00,0.06695,0.030388,0.027506,0.16297
"5216",5,13733.00,0.06701,0.030412,0.027529,0.16310
"5217",5,13738.00,0.06706,0.030436,0.027552,0.16323
"5218",5,13740.00,0.06712,0.030461,0.027575,0.16336
"5219",5,13741.00,0.06717,0.030485,0.027598,0.16349
"5220",5,13748.00,0.06723,0.030509,0.027622,0.16362
"5221",5,13748.00,0.06728,0.030533,0.027645,0.16375
"5222",5,13750.00,0.06734,0.030558,0.027668,0.16388
"5223",5,13757.00,0.06739,0.030582,0.027691,0.16402
"5224",5,13760.00,0.06745,0.030606,0.027714,0.16415
"5225",5,13764.00,0.06750,0.030631,0.027737,0.16428
"5226",5,13765.00,0.06756,0.030655,0.027761,0.16441
"5227",5,13766.00,0.06761,0.030679,0.027784,0.16454
"5228",5,13766.00,0.06767,0.030703,0.027807,0.16467
"5229",5,13769.00,0.06772,0.030728,0.027830,0.16480
"5230",5,13769.00,0.06778,0.030752,0.027853,0.16493
"5231",5,13771.00,0.06783,0.030776,0.027877,0.16506
"5232",5,13773.00,0.06789,0.030801,0.027900,0.16519
"5233",5,13774.00,0.06794,0.030825,0.027923,0.16532
"5234",5,13776.00,0.06800,0.030848,0.027945,0.16545
"5235",5,13777.00,0.06805,0.030872,0.027968,0.16558
"5236",5,13779.00,0.06810,0.030896,0.027991,0.16571
"5237",5,13780.00,0.06816,0.030920,0.028014,0.16583
"5238",5,13783.00,0.06821,0.030944,0.028036,0.16596
"5239",5,13787.00,0.06827,0.030967,0.028059,0.16609
"5240",5,13788.00,0.06832,0.030991,0.028082,0.16622
"5241",5,13790.00,0.06837,0.031015,0.028105,0.16634
"5242",5,13794.00,0.06843,0.031039,0.028127,0.16647
"5243",5,13802.00,0.06848,0.031063,0.028150,0.16660
"5244",5,13804.00,0.06854,0.031087,0.028173,0.16673
"5245",5,13807.00,0.06859,0.031110,0.028196,0.16686
"5246",5,13810.00,0.06864,0.031134,0.028218,0.16698
"5247",5,13812.00,0.06870,0.031157,0.028240,0.16711
"5248",5,13812.00,0.06875,0.031180,0.028263,0.16724
"5249",5,13814.00,0.06880,0.031204,0.028285,0.16736
"5250",5,13817.00,0.06886,0.031227,0.028307,0.16749
"5251",5,13823.00,0.06891,0.031251,0.028330,0.16761
"5252",5,13824.00,0.06896,0.031274,0.028352,0.16774
"5253",5,13827.00,0.06902,0.031298,0.028375,0.16787
"5254",5,13832.00,0.06907,0.031321,0.028397,0.16799
"5255",5,13832.00,0.06912,0.031344,0.028419,0.16811
"5256",5,13834.00,0.06917,0.031366,0.028440,0.16824
"5257",5,13834.00,0.06922,0.031389,0.028462,0.16836
"5258",5,13836.00,0.06928,0.031412,0.028484,0.16848
"5259",5,13836.00,0.06933,0.031436,0.028506,0.16861
"5260",5,13841.00,0.06938,0.031458,0.028528,0.16873
"5261",5,13843.00,0.06943,0.031481,0.028550,0.16885
"5262",5,13844.00,0.06948,0.031504,0.028572,0.16898
"5263",5,13844.00,0.06954,0.031527,0.028594,0.16910
"5264",5,13846.00,0.06959,0.031550,0.028616,0.16922
"5265",5,13848.00,0.06964,0.031573,0.028637,0.16935
"5266",5,13851.00,0.06969,0.031595,0.028659,0.16947
"5267",5,13854.00,0.06974,0.031618,0.028680,0.16959
"5268",5,13856.00,0.06979,0.031641,0.028702,0.16971
"5269",5,13856.00,0.06984,0.031663,0.028724,0.16983
"5270",5,13858.00,0.06990,0.031686,0.028745,0.16995
"5271",5,13863.00,0.06995,0.031708,0.028767,0.17008
"5272",5,13863.00,0.07000,0.031731,0.028789,0.17020
"5273",5,13864.00,0.07005,0.031753,0.028810,0.17032
"5274",5,13865.00,0.07010,0.031776,0.028832,0.17044
"5275",5,13868.00,0.07015,0.031799,0.028853,0.17056
"5276",5,13872.00,0.07020,0.031821,0.028875,0.17068
"5277",5,13877.00,0.07025,0.031844,0.028897,0.17080
"5278",5,13881.00,0.07031,0.031866,0.028918,0.17093
"5279",5,13885.00,0.07036,0.031889,0.028940,0.17105
"5280",5,13888.00,0.07041,0.031912,0.028962,0.17117
"5281",5,13888.00,0.07046,0.031934,0.028983,0.17129
"5282",5,13889.00,0.07051,0.031957,0.029005,0.17141
"5283",5,13890.00,0.07056,0.031979,0.029026,0.17153
"5284",5,13893.00,0.07061,0.032002,0.029048,0.17166
"5285",5,13894.00,0.07066,0.032025,0.029070,0.17178
"5286",5,13894.00,0.07072,0.032047,0.029091,0.17190
"5287",5,13898.00,0.07077,0.032070,0.029113,0.17202
"5288",5,13901.00,0.07082,0.032093,0.029135,0.17214
"5289",5,13901.00,0.07087,0.032115,0.029156,0.17226
"5290",5,13903.00,0.07092,0.032138,0.029178,0.17239
"5291",5,13905.00,0.07097,0.032160,0.029199,0.17251
"5292",5,13908.00,0.07102,0.032182,0.029220,0.17263
"5293",5,13909.00,0.07107,0.032205,0.029242,0.17275
"5294",5,13909.00,0.07112,0.032227,0.029263,0.17287
"5295",5,13909.00,0.07118,0.032250,0.029285,0.17299
"5296",5,13911.00,0.07123,0.032272,0.029306,0.17311
"5297",5,13911.00,0.07128,0.032295,0.029328,0.17323
"5298",5,13912.00,0.07133,0.032317,0.029349,0.17335
"5299",5,13914.00,0.07138,0.032340,0.029371,0.17347
"5300",5,13914.00,0.07143,0.032362,0.029392,0.17359
"5301",5,13916.00,0.07148,0.032384,0.029414,0.17371
"5302",5,13917.00,0.07153,0.032407,0.029435,0.17383
"5303",5,13918.00,0.07158,0.032429,0.029457,0.17395
"5304",5,13919.00,0.07163,0.032451,0.029478,0.17407
"5305",5,13921.00,0.07168,0.032474,0.029499,0.17419
"5306",5,13922.00,0.07174,0.032496,0.029521,0.17432
"5307",5,13923.00,0.07179,0.032519,0.029542,0.17444
"5308",5,13923.00,0.07184,0.032541,0.029564,0.17456
"5309",5,13925.00,0.07189,0.032563,0.029585,0.17468
"5310",5,13925.00,0.07194,0.032586,0.029607,0.17480
"5311",5,13931.00,0.07199,0.032608,0.029628,0.17492
"5312",5,13933.00,0.07204,0.032630,0.029649,0.17504
"5313",5,13933.00,0.07209,0.032653,0.029671,0.17516
"5314",5,13938.00,0.07214,0.032675,0.029692,0.17528
"5315",5,13939.00,0.07219,0.032697,0.029713,0.17540
"5316",5,13939.00,0.07224,0.032719,0.029734,0.17551
"5317",5,13941.00,0.07229,0.032741,0.029755,0.17563
"5318",5,13944.00,0.07234,0.032763,0.029776,0.17575
"5319",5,13945.00,0.07239,0.032784,0.029797,0.17587
"5320",5,13945.00,0.07244,0.032806,0.029818,0.17598
"5321",5,13945.00,0.07249,0.032828,0.029838,0.17610
"5322",5,13946.00,0.07254,0.032849,0.029859,0.17622
"5323",5,13950.00,0.07259,0.032871,0.029880,0.17633
"5324",5,13951.00,0.07264,0.032893,0.029901,0.17645
"5325",5,13952.00,0.07269,0.032914,0.029922,0.17657
"5326",5,13954.00,0.07273,0.032936,0.029942,0.17668
"5327",5,13958.00,0.07278,0.032958,0.029963,0.17680
"5328",5,13959.00,0.07283,0.032979,0.029984,0.17691
"5329",5,13960.00,0.07288,0.033001,0.030004,0.17703
"5330",5,13960.00,0.07293,0.033022,0.030025,0.17715
"5331",5,13964.00,0.07298,0.033044,0.030046,0.17726
"5332",5,13964.00,0.07303,0.033065,0.030066,0.17738
"5333",5,13964.00,0.07308,0.033087,0.030087,0.17749
"5334",5,13965.00,0.07313,0.033108,0.030108,0.17761
"5335",5,13966.00,0.07318,0.033130,0.030128,0.17773
"5336",5,13967.00,0.07322,0.033151,0.030149,0.17784
"5337",5,13968.00,0.07327,0.033173,0.030170,0.17796
"5338",5,13968.00,0.07332,0.033194,0.030190,0.17807
"5339",5,13969.00,0.07337,0.033216,0.030211,0.17819
"5340",5,13970.00,0.07342,0.033237,0.030232,0.17830
"5341",5,13971.00,0.07347,0.033259,0.030253,0.17842
"5342",5,13972.00,0.07352,0.033280,0.030273,0.17854
"5343",5,13972.00,0.07357,0.033302,0.030294,0.17865
"5344",5,13974.00,0.07362,0.033323,0.030315,0.17877
"5345",5,13976.00,0.07366,0.033345,0.030335,0.17888
"5346",5,13977.00,0.07371,0.033366,0.030356,0.17900
"5347",5,13983.00,0.07376,0.033388,0.030376,0.17911
"5348",5,13983.00,0.07381,0.033409,0.030397,0.17923
"5349",5,13984.00,0.07386,0.033431,0.030417,0.17934
"5350",5,13984.00,0.07391,0.033452,0.030438,0.17946
"5351",5,13985.00,0.07396,0.033473,0.030459,0.17957
"5352",5,13986.00,0.07401,0.033495,0.030479,0.17969
"5353",5,13986.00,0.07405,0.033516,0.030500,0.17981
"5354",5,13989.00,0.07410,0.033538,0.030520,0.17992
"5355",5,14000.00,0.07415,0.033559,0.030541,0.18004
"5356",5,14000.00,0.07420,0.033580,0.030562,0.18015
"5357",5,14003.00,0.07425,0.033602,0.030582,0.18027
"5358",5,14003.00,0.07430,0.033623,0.030603,0.18038
"5359",5,14004.00,0.07435,0.033644,0.030623,0.18049
"5360",5,14007.00,0.07439,0.033665,0.030643,0.18061
"5361",5,14009.00,0.07444,0.033687,0.030664,0.18072
"5362",5,14010.00,0.07449,0.033708,0.030684,0.18084
"5363",5,14011.00,0.07454,0.033729,0.030705,0.18095
"5364",5,14012.00,0.07459,0.033750,0.030725,0.18107
"5365",5,14014.00,0.07464,0.033771,0.030745,0.18118
"5366",5,14015.00,0.07468,0.033793,0.030766,0.18129
"5367",5,14019.00,0.07473,0.033814,0.030786,0.18141
"5368",5,14023.00,0.07478,0.033835,0.030806,0.18152
